2025-04-24 06:15:39,174 - IP: 127.0.0.1 | Method: GET | Path: / | User: Anonymous
2025-04-24 18:35:46,578 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
2025-04-24 18:36:02,947 - IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
"POST /login/ HTTP/1.1" 302 0
2025-04-24 18:36:03,362 - "POST /login/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: testuser@example.com
2025-04-24 18:36:03,372 - IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: testuser@example.com
"GET /profile/ HTTP/1.1" 200 194
2025-04-24 18:36:03,373 - "GET /profile/ HTTP/1.1" 200 194
/home/linkedmatrix/Django-Practice/authsystem/accounts/admin.py changed, reloading.
2025-04-24 18:38:38,465 - /home/linkedmatrix/Django-Practice/authsystem/accounts/admin.py changed, reloading.
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
2025-04-24 18:38:43,146 - IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
"GET / HTTP/1.1" 200 811
2025-04-24 18:38:43,161 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: GET | Path: /favicon.ico | User: testuser@example.com
2025-04-24 18:38:43,224 - IP: 127.0.0.1 | Method: GET | Path: /favicon.ico | User: testuser@example.com
Not Found: /favicon.ico
2025-04-24 18:38:43,243 - Not Found: /favicon.ico
IP: 127.0.0.1 | Method: GET | Path: /admin/login/?next=/admin/ | User: testuser@example.com
2025-04-24 18:39:00,425 - IP: 127.0.0.1 | Method: GET | Path: /admin/login/?next=/admin/ | User: testuser@example.com
"GET /admin/login/?next=/admin/ HTTP/1.1" 302 0
2025-04-24 18:39:00,433 - "GET /admin/login/?next=/admin/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-24 18:39:00,452 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-24 18:39:00,482 - "GET /admin/ HTTP/1.1" 200 4542
/home/linkedmatrix/Django-Practice/authsystem/accounts/admin.py changed, reloading.
2025-04-24 18:41:12,574 - /home/linkedmatrix/Django-Practice/authsystem/accounts/admin.py changed, reloading.
Watching for file changes with StatReloader
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
2025-04-24 18:44:31,548 - IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
"GET / HTTP/1.1" 200 811
2025-04-24 18:44:31,568 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
2025-04-24 18:44:39,997 - IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
"POST /login/ HTTP/1.1" 302 0
2025-04-24 18:44:40,410 - "POST /login/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: testuser@example.com
2025-04-24 18:44:40,421 - IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: testuser@example.com
"GET /profile/ HTTP/1.1" 200 194
2025-04-24 18:44:40,422 - "GET /profile/ HTTP/1.1" 200 194
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-24 18:45:01,261 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-24 18:45:01,295 - "GET /admin/ HTTP/1.1" 200 4542
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
2025-04-24 19:02:09,457 - IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
"GET / HTTP/1.1" 200 811
2025-04-24 19:02:09,476 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: GET | Path: /favicon.ico | User: testuser@example.com
2025-04-24 19:02:09,568 - IP: 127.0.0.1 | Method: GET | Path: /favicon.ico | User: testuser@example.com
Not Found: /favicon.ico
2025-04-24 19:02:09,579 - Not Found: /favicon.ico
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-24 19:02:33,068 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-24 19:02:33,097 - "GET /admin/ HTTP/1.1" 200 4542
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-24 19:04:53,272 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-24 19:04:53,281 - "GET /admin/ HTTP/1.1" 200 4542
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
2025-04-25 04:17:08,055 - IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
"GET / HTTP/1.1" 200 811
2025-04-25 04:17:08,073 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
2025-04-25 04:17:16,893 - IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
"POST /login/ HTTP/1.1" 302 0
2025-04-25 04:17:17,315 - "POST /login/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: testuser@example.com
2025-04-25 04:17:17,327 - IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: testuser@example.com
"GET /profile/ HTTP/1.1" 200 194
2025-04-25 04:17:17,328 - "GET /profile/ HTTP/1.1" 200 194
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-25 04:17:31,449 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-25 04:17:31,478 - "GET /admin/ HTTP/1.1" 200 4542
"GET /static/admin/css/base.css HTTP/1.1" 304 0
2025-04-25 04:17:31,546 - "GET /static/admin/css/base.css HTTP/1.1" 304 0
"GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
2025-04-25 04:17:31,549 - "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
"GET /static/admin/js/theme.js HTTP/1.1" 304 0
2025-04-25 04:17:31,553 - "GET /static/admin/js/theme.js HTTP/1.1" 304 0
"GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
2025-04-25 04:17:31,561 - "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
"GET /static/admin/css/responsive.css HTTP/1.1" 304 0
2025-04-25 04:17:31,562 - "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
"GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
2025-04-25 04:17:31,562 - "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
"GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
2025-04-25 04:17:31,562 - "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: POST | Path: /api/token/ | User: Anonymous
2025-04-25 04:21:23,013 - IP: 127.0.0.1 | Method: POST | Path: /api/token/ | User: Anonymous
"POST /api/token/ HTTP/1.1" 200 483
2025-04-25 04:21:23,485 - "POST /api/token/ HTTP/1.1" 200 483
/home/linkedmatrix/Django-Practice/authsystem/accounts/views.py changed, reloading.
2025-04-25 04:22:58,157 - /home/linkedmatrix/Django-Practice/authsystem/accounts/views.py changed, reloading.
Watching for file changes with StatReloader
/home/linkedmatrix/Django-Practice/authsystem/authsystem/urls.py changed, reloading.
2025-04-25 04:23:46,727 - /home/linkedmatrix/Django-Practice/authsystem/authsystem/urls.py changed, reloading.
Watching for file changes with StatReloader
/home/linkedmatrix/Django-Practice/authsystem/authsystem/urls.py changed, reloading.
Watching for file changes with StatReloader
Watching for file changes with StatReloader
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: POST | Path: /api/token/ | User: Anonymous
2025-04-25 04:28:40,871 - IP: 127.0.0.1 | Method: POST | Path: /api/token/ | User: Anonymous
"POST /api/token/ HTTP/1.1" 200 483
2025-04-25 04:28:41,308 - "POST /api/token/ HTTP/1.1" 200 483
IP: 127.0.0.1 | Method: GET | Path: /api/protected/ | User: Anonymous
2025-04-25 04:30:14,777 - IP: 127.0.0.1 | Method: GET | Path: /api/protected/ | User: Anonymous
Not Found: /api/protected/
2025-04-25 04:30:14,815 - Not Found: /api/protected/
"GET /api/protected/ HTTP/1.1" 404 2988
2025-04-25 04:30:14,815 - "GET /api/protected/ HTTP/1.1" 404 2988
IP: 127.0.0.1 | Method: GET | Path: /protected/ | User: Anonymous
2025-04-25 04:32:18,553 - IP: 127.0.0.1 | Method: GET | Path: /protected/ | User: Anonymous
"GET /protected/ HTTP/1.1" 200 72
2025-04-25 04:32:18,556 - "GET /protected/ HTTP/1.1" 200 72
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-25 04:47:42,981 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-25 04:47:43,015 - "GET /admin/ HTTP/1.1" 200 4542
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
2025-04-25 04:53:23,942 - IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
"GET / HTTP/1.1" 200 811
2025-04-25 04:53:23,956 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: GET | Path: /admin/login/?next=/admin/ | User: testuser@example.com
2025-04-25 04:53:34,066 - IP: 127.0.0.1 | Method: GET | Path: /admin/login/?next=/admin/ | User: testuser@example.com
"GET /admin/login/?next=/admin/ HTTP/1.1" 302 0
2025-04-25 04:53:34,072 - "GET /admin/login/?next=/admin/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-25 04:53:34,108 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-25 04:53:34,142 - "GET /admin/ HTTP/1.1" 200 4542
IP: 127.0.0.1 | Method: GET | Path: /admin/login/ | User: testuser@example.com
2025-04-25 04:53:44,872 - IP: 127.0.0.1 | Method: GET | Path: /admin/login/ | User: testuser@example.com
"GET /admin/login/ HTTP/1.1" 302 0
2025-04-25 04:53:44,874 - "GET /admin/login/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-25 04:53:44,893 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-25 04:53:44,904 - "GET /admin/ HTTP/1.1" 200 4542
IP: 127.0.0.1 | Method: GET | Path: /admin/login/ | User: testuser@example.com
2025-04-25 04:53:51,367 - IP: 127.0.0.1 | Method: GET | Path: /admin/login/ | User: testuser@example.com
"GET /admin/login/ HTTP/1.1" 302 0
2025-04-25 04:53:51,370 - "GET /admin/login/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
2025-04-25 04:53:51,391 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: testuser@example.com
"GET /admin/ HTTP/1.1" 200 4542
2025-04-25 04:53:51,402 - "GET /admin/ HTTP/1.1" 200 4542
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
2025-04-25 05:02:12,542 - IP: 127.0.0.1 | Method: GET | Path: / | User: testuser@example.com
"GET / HTTP/1.1" 200 811
2025-04-25 05:02:12,557 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
2025-04-25 05:02:43,367 - IP: 127.0.0.1 | Method: POST | Path: /login/ | User: testuser@example.com
"POST /login/ HTTP/1.1" 302 0
2025-04-25 05:02:43,840 - "POST /login/ HTTP/1.1" 302 0
IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: shehneenfatima@gmail.com
2025-04-25 05:02:43,850 - IP: 127.0.0.1 | Method: GET | Path: /profile/ | User: shehneenfatima@gmail.com
"GET /profile/ HTTP/1.1" 200 194
2025-04-25 05:02:43,851 - "GET /profile/ HTTP/1.1" 200 194
Watching for file changes with StatReloader
IP: 127.0.0.1 | Method: GET | Path: / | User: shehneenfatima@gmail.com
2025-04-25 05:03:40,276 - IP: 127.0.0.1 | Method: GET | Path: / | User: shehneenfatima@gmail.com
"GET / HTTP/1.1" 200 811
2025-04-25 05:03:40,301 - "GET / HTTP/1.1" 200 811
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: shehneenfatima@gmail.com
2025-04-25 05:03:52,562 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: shehneenfatima@gmail.com
"GET /admin/ HTTP/1.1" 200 5854
2025-04-25 05:03:52,590 - "GET /admin/ HTTP/1.1" 200 5854
"GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
2025-04-25 05:03:52,726 - "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
"GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
2025-04-25 05:03:52,726 - "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
IP: 127.0.0.1 | Method: GET | Path: /admin/accounts/customuser/ | User: shehneenfatima@gmail.com
2025-04-25 05:04:23,264 - IP: 127.0.0.1 | Method: GET | Path: /admin/accounts/customuser/ | User: shehneenfatima@gmail.com
"GET /admin/accounts/customuser/ HTTP/1.1" 200 13807
2025-04-25 05:04:23,352 - "GET /admin/accounts/customuser/ HTTP/1.1" 200 13807
"GET /static/admin/css/changelists.css HTTP/1.1" 200 6566
2025-04-25 05:04:23,436 - "GET /static/admin/css/changelists.css HTTP/1.1" 200 6566
"GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
2025-04-25 05:04:23,453 - "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
IP: 127.0.0.1 | Method: GET | Path: /admin/jsi18n/ | User: shehneenfatima@gmail.com
2025-04-25 05:04:23,454 - IP: 127.0.0.1 | Method: GET | Path: /admin/jsi18n/ | User: shehneenfatima@gmail.com
"GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
2025-04-25 05:04:23,455 - "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
"GET /static/admin/js/core.js HTTP/1.1" 304 0
2025-04-25 05:04:23,458 - "GET /static/admin/js/core.js HTTP/1.1" 304 0
"GET /admin/jsi18n/ HTTP/1.1" 200 3343
2025-04-25 05:04:23,467 - "GET /admin/jsi18n/ HTTP/1.1" 200 3343
"GET /static/admin/js/urlify.js HTTP/1.1" 304 0
2025-04-25 05:04:23,472 - "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
"GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
2025-04-25 05:04:23,476 - "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
"GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
2025-04-25 05:04:23,476 - "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
"GET /static/admin/js/actions.js HTTP/1.1" 304 0
2025-04-25 05:04:23,477 - "GET /static/admin/js/actions.js HTTP/1.1" 304 0
"GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
2025-04-25 05:04:23,477 - "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
"GET /static/admin/js/filters.js HTTP/1.1" 200 978
2025-04-25 05:04:23,483 - "GET /static/admin/js/filters.js HTTP/1.1" 200 978
"GET /static/admin/img/search.svg HTTP/1.1" 200 458
2025-04-25 05:04:23,519 - "GET /static/admin/img/search.svg HTTP/1.1" 200 458
"GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
2025-04-25 05:04:23,522 - "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
"GET /static/admin/img/icon-no.svg HTTP/1.1" 200 560
2025-04-25 05:04:23,523 - "GET /static/admin/img/icon-no.svg HTTP/1.1" 200 560
"GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
"GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
2025-04-25 05:04:23,548 - "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1097
2025-04-25 05:04:23,549 - "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: shehneenfatima@gmail.com
2025-04-25 05:08:05,299 - IP: 127.0.0.1 | Method: GET | Path: /admin/ | User: shehneenfatima@gmail.com
"GET /admin/ HTTP/1.1" 200 5854
2025-04-25 05:08:05,310 - "GET /admin/ HTTP/1.1" 200 5854
Watching for file changes with StatReloader
